Tweet_clean,HS,Abusive,HS_Weak,HS_Moderate,HS_Strong,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
pengguna manusia suka sontoloyo model,1,1,1,0,0,1,0,0,0,0,0,1
subjek kesusasteraan melayu tiada nilai ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
rezim jokowi tembakan yona kali,0,0,0,0,0,0,0,0,0,0,0,0
pengguna cebong senior nih,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna sumbu pendek mendukung penista agama islam al almaidah mencak mencak kedunguannya,1,1,0,1,0,0,1,1,0,0,0,0
pengguna pengguna protes mulu kayak dewan perwakilan rakyat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna bb berasa kurus gue bb cungkring banget iya idealnya kg gue demam turun,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna cebong mengerti,1,1,1,0,0,1,0,0,0,0,0,1
kiprah susi pudjiastuti menteri perikanan pengusaha melangkah kursi wakil presiden amp lautan kolam susi rabu indonesia barat pengguna,0,0,0,0,0,0,0,0,0,0,0,0
bandung bebas banjir nurul arifin solusinya danau buatan pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna res res cebong goblok ya res memaklumkan,1,1,0,1,0,0,1,0,0,0,0,1
pengguna xf xf xf xf xf xf bencong idiot it berani akun asli sebar hoaks fitnah coba lihat akun cong xf xf xf xf,1,1,1,0,0,1,0,0,0,1,1,0
rakyat lengserkan jokowi,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna orang kafir hasil perbuatannya tuduhan orang kafir perbuatan kafir dikasih tau umat lakukan kekafiran umat menjauhkan perbuatan,0,0,0,0,0,0,0,0,0,0,0,0
bajingan hati iman rupawan kelakuan kayak preman,0,1,0,0,0,0,0,0,0,0,0,0
pengguna sipit ah,0,0,0,0,0,0,0,0,0,0,0,0
tulen apapun lelaki dikejar banci lari,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna nih utang era jokowi bencong diam sih gembel warung internet banci kaleng xf xf xf xf xa xa xf xf xf xf xa xa,1,1,1,0,0,1,0,0,0,0,1,0
biadab rezim jokowi uniform resource locator,1,1,1,0,0,1,0,0,0,0,0,1
hubungannya anak layangan kampungan juragan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna cebong dinasehati bu mempan mempannya diludahi sebelah kiri baca auzubillah,1,1,0,1,0,0,1,0,0,0,0,1
gerombolan pengguna rindu kerusuhan hati dikabul tuhan,1,0,0,1,0,0,1,0,0,0,0,1
pengguna pengguna terima kasih ya pm pengguna menerus membangunkan ekonomi negara diserang pelbagai sudut senang kemajuan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna maju anjing uniform resource locator,1,1,1,0,0,1,0,0,0,0,0,1
partai sebutkan namanya melunaskan hutang mencetak uangnya dibayar anak ekonomi jengkel ya omongan partai,0,0,0,0,0,0,0,0,0,0,0,0
fangirl main twitter main instagram uangnya cepat habis beli kuota merch antek anteknya god done this,0,0,0,0,0,0,0,0,0,0,0,0
pengguna lupa susilo bambang yudhoyono kowi persentase kawan sembako garam impor gila,1,0,1,0,0,1,0,0,0,0,0,1
gue paham deh selera bias gue vokal rapp orang singing gemas sipit,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ambang batas efisiensi biaya demokrasi rezim orang xc xb memimpin reformasi pemerintahan demokratis,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna oi bos bilang sih orang hina agama sih berengsek bersalah dibenarkan tindakannya ajaran heran junjung xf xf,1,1,0,1,0,0,1,1,0,0,0,0
pengguna pengguna pengguna wkwk kampang,0,1,0,0,0,0,0,0,0,0,0,0
pengguna dukung prabowo ragu elektabilitasnya anjlok prabowo kali maju gagal rakyat bosan calon fresh peluang menang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna jomlo jablay kayak perek,1,1,1,0,0,1,0,0,0,0,1,0
empok silvy nyinyir melulu sayang sesat maklum sih dese mak mak,1,1,1,0,0,1,0,0,0,0,0,1
presiden jokowi optimis indonesia cerah,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sambungannya anjing nih bocah uniform resource locator,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna babi terkejut xf xf xad xf xf xad xf xf xad,0,1,0,0,0,0,0,0,0,0,0,0
ganyang partai komunis indonesia beserta antek anteknya,1,0,0,0,1,0,1,0,1,0,0,0
pengguna mobil parkir kondisi mesin mati terbakar bahaya mobil diparkir garasi rumah penyebab kebakaran kecuali mobil neno warisman,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bubarkan komisi pemberantasan korupsi fud jadikan orang tersangka asalan kalah nih,1,0,0,0,1,0,1,0,0,0,0,1
pengguna nyata rezim anti islam dibilang hoaks,1,0,1,0,0,1,0,1,0,0,0,0
qaumi ekajati conference jamiat ul ulama hind janab muhammad ali shabbir kakak khusus kitab,0,0,0,0,0,0,0,0,0,0,0,0
sukai dunia matahari matahari siang malam hatiku,0,0,0,0,0,0,0,0,0,0,0,0
pengguna budek buta otak mati sulit berharap,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna otak bani cebong kosong napi penista agama diselingkuhi istri amp bermulut jamban dipuja puja bak dewa,1,1,1,0,0,1,0,1,0,0,0,0
menghindar munafik sadar,0,0,0,0,0,0,0,0,0,0,0,0
jakarta banjir pemimpinnya akhlak penista agama uniform resource locator,1,0,1,0,0,1,0,1,0,0,0,0
pengguna pengguna pengguna cristiano ronaldo bini mencalonkan presiden masak negara,1,0,1,0,0,1,0,0,0,0,0,1
pengguna mencegah bangsa penjajahan asing asing,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna haha ah taruih sanak polanya terbaca komunis syiah murtadin dimana bikin rusak,0,0,0,0,0,0,0,0,0,0,0,0
pengguna produk asing terlewat tolong buka sejarah islam masuk cina ketimbang nusantara baju koko takwa asli cina budaya jubah pakai budaya impor arab tolong telanjang biar ucapan sesi,0,0,0,0,0,0,0,0,0,0,0,0
ustaz ulama bicara politik dibully berhenti anggota parlemen kritik dimaki dibilang grup sakit hati tokoh nasional kritik dibunuh karakternya pejabat aktif rajin kritik dipecat penjilat bicara politik menyanjung,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna jokowi anti islam,1,0,1,0,0,1,0,1,0,0,0,0
pengguna najis mesum mulu,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna ulah pemerintah wakil presiden mahar gratifikasi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna kelompok pelangi kristen radikal kaum sekuler komunis mencibir habibie kelompok pelangi kumpulkan siuser,1,0,0,1,0,0,1,1,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna chagiya yana bani hakuri sai yasha pahala,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna melek mata hatinya serius nyinyir,1,0,1,0,0,1,0,0,0,0,0,1
pengguna burung onta tinggal mars makan telur burung unta hem,0,0,0,0,0,0,0,0,0,0,0,0
pengguna anjing kelaparan rakus duit pesta pora curut maling duit rakyat makan kenyang tereak kopar kafir asing asing kedok goblokan pemujanya,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna bego,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna pengguna pengguna pengguna pengguna anak istri tolong melupakan tuhan menuhankan saint teknologi bangsa,0,0,0,0,0,0,0,0,0,0,0,0
gue duduk keren wkwk meja sepetak kampang,0,1,0,0,0,0,0,0,0,0,0,0
pengguna menunggu usia balig wali observasi fit consummatum mature hamil yahudi bar banget mitzvah masuk dewasa cewek cowok xe xba,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pendapat fitnah kena asah tajam realitanya pantai timur je kuat negeri agama prioritas tambahan isu kos sara hidup ekonomi pon orang ambil kat pantai timur xpe kerja dok pon,0,0,0,0,0,0,0,0,0,0,0,0
sih athea tepung roti jala sih qayyum nih natural killer haiz haha makcik min kecoh gila,0,0,0,0,0,0,0,0,0,0,0,0
pengguna tau yahudi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna kaum bani cabul bohongi makan berbohong pulang donatur xf xf xf xf xf xf rasakanlah azab allah xf xf xa xa xf xf,1,1,0,1,0,0,1,0,0,0,1,0
pengguna geblek didatangi polisi tau wkwk,0,1,0,0,0,0,0,0,0,0,0,0
pengguna terkutuk engkau,1,1,1,0,0,1,0,0,0,0,0,1
pengguna kampang bal,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna islam ya islam islam nusantara kristen buddha hindu katolik embel nusantara,0,0,0,0,0,0,0,0,0,0,0,0
allah subhanahu wa taala sembah muslim setan halalkan rampasan mengajarkan tunduk patuh mengobarkan cocok penis,1,1,0,1,0,0,1,1,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna kayak bersih suci tolol teriak xc xb muslim berbuat saudara muslim mu makan mengemis kopar kafirin orang benci go,1,1,1,0,0,1,0,1,0,0,0,0
twitter logonya burung isinya manusia anjing monyet babi,0,1,0,0,0,0,0,0,0,0,0,0
muslim rohingya kehilangan kaki akibat ranjau darat ditanam teroris buddha,1,0,0,1,0,0,1,1,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna jijik takut mencret toilet bahaya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna haha tau mentok cangkem cocot haha,0,1,0,0,0,0,0,0,0,0,0,0
wasit picek,1,1,1,0,0,1,0,0,0,1,0,0
pengguna pengguna amukan massa hukum kemanusiaan persoalannya budaya mengakar masyarakat bersumber kekecewaan turun temurun masyarakat penegakan hukum,0,0,0,0,0,0,0,0,0,0,0,0
suka langung selesaikan bareng mengirim setan suka sembarangan menaruh gelas pecahkan biji aaarrggghhhh,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna ya lucunya nada manusia kena pecahan bom cacat seumur hidup semb,0,0,0,0,0,0,0,0,0,0,0,0
pengguna guard warga asing bii,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna fiksi prosa naratif bersifat imajiner imajiner fiksi tetaplah masuk akal mengandung kebenaran prosa naratif jenis tulisan menceritakan kejadian tujuan me,0,0,0,0,0,0,0,0,0,0,0,0
bodoh banget sih xf xf xf xf xa bodoh goblok bersaudara ya ya nama hidup terima kasih ya,0,1,0,0,0,0,0,0,0,0,0,0
orang terkaya indonesia orang indonesia orang cina mengerikan indonesia kayak singapura pribumi usir,1,0,0,1,0,0,1,0,1,0,0,0
menarik hidup tampilan culun drama komedi amp tragedi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna sifat kampret cebong licik culas amp memfitnah dasar cebong kampret,1,1,0,1,0,0,1,0,0,0,0,1
koalisi pakai hati cuci tangan bergandengan topeng rombeng tutup koreng nenek sihir sibuk menyisir namanya belia namanya dunia haus ilmu cinta jatuh ya jatuh ya biru biru merah,0,0,0,0,0,0,0,0,0,0,0,0
menarik kaosnya bertuliskan ganti gubernur jatengâ semangat antusiasme mengajak foto pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna bukti on bukti congor doang,1,1,1,0,0,1,0,0,0,0,0,1
pengguna yuhuuuu teman posko jadian pasang lo ya hangat tai ayam xf xf mb janah sih bawa perasaannya bikin malas skripsi xf xf inginnya berkumpul teman haha not always bout love lo dek bawa perasaannya kekeluargaan xf xf,0,1,0,0,0,0,0,0,0,0,0,0
menurutnya orang buddha berbuat agama mengajarkan kebaikan kasih sayang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna iya manusia berkelakuan cebong hina marah dihina,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna media pura bego ajak bego orang namanya pembodohan parah,1,1,0,1,0,0,1,0,0,0,0,1
pengguna bicara agama ajaran sesat menyebabkan korban oke,0,0,0,0,0,0,0,0,0,0,0,0
pengguna rezim jokowi freeport bertekuk lutut,0,0,0,0,0,0,0,0,0,0,0,0
bangga orang islam pengguna to times,0,0,0,0,0,0,0,0,0,0,0,0
pengguna indonesia komunis liberal akur ideologi ya diomong antek komunis liberal asing sedih iya mas,0,0,0,0,0,0,0,0,0,0,0,0
guru mengaji bilang main sepak bola sepak bola olah raganya partai komunis indonesia diejek antek komunis,1,0,1,0,0,1,0,0,1,0,0,0
bravo presiden jokowi presiden joko widodo jokowi tercatat merampungkan proyek strategis nasional play station network terhitung,0,0,0,0,0,0,0,0,0,0,0,0
pengguna memelihara tuyul,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna bilang musnahkan orang mengkafirkan orang bicara hukum ya bunuh kafir orang ya masuk intimidasi amp ancaman masuk dalil hukum,0,0,0,0,0,0,0,0,0,0,0,0
pengguna temani indonesia network election survey malam bang indonesia network election survey sange berat hubung indonesia network election survey ya jamin puas xe xa,0,1,0,0,0,0,0,0,0,0,0,0
gue retweet video sedih kasihan viral takut orang idiot ngebully mas sih korban bully teman mahasiswa oi ternama banget,0,1,0,0,0,0,0,0,0,0,0,0
pengguna orang edan,1,1,1,0,0,1,0,0,0,1,0,0
cantik,0,0,0,0,0,0,0,0,0,0,0,0
nak pakar ekonomi masuk jasa pakar perundangan masuk jasa pakar percukaian masuk jasa pakar strategi komunikasi masuk jasa pakar polisi bangsa masuk jasa pakar psikologi masuk jasa universitas jasa kelayak,0,0,0,0,0,0,0,0,0,0,0,0
mengerti komunis mengertinya manis,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna baju hitam disalahkan korban menyuruh dorong orang tua situ suruh dorong diejek bangsat bocah dorong murni kesalahan,0,1,0,0,0,0,0,0,0,0,0,0
ahok tuduh menista agama ayat kitab suci al alquran pengguna menista al alquran surat juz ayat menghina ayat kena hukuman penjara tinggal mengalikan hukuman,0,0,0,0,0,0,0,0,0,0,0,0
orang yahudi hina rasulullah rasulullah marah rasulullah doa suruh mati rasulullah berharap islam,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bego,1,1,1,0,0,1,0,0,0,0,0,1
usir penjajah cina bumi indonesia pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,1,0,0,0,1,0,1,0,1,0,0,0
pengguna verifikasi cepat sipit,0,0,0,0,0,0,0,0,0,0,0,0
berusaha kayak coba gue ky gue mengorbankan pergi pagi pulang malam sinting xf xf xa xf xf xa xf xf xa xf xf xa,1,1,1,0,0,1,0,0,0,1,0,0
pengguna video call sex yuk tante kontol gede nih,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna nuser nuser tulisannya menyudutkan pemerintah isu tenaga kerja asing cina ditulis semenjak dibuktikan pengguna berkunjung polewali waaah ditulis,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna ya alah cebong kreatif banget bahasa pakai cebong anak kodok nabi sih kodok panggil cebong laknat,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna pengguna nih cebong bangsat cepat modar bong hama bangsat,1,1,0,1,0,0,1,0,0,0,0,1
hoaks ancam komisi pemberantasan korupsi amp dewan perwakilan rakyat tangkap menangkap orang dewan perwakilan rakyat malu malunya ya ancam bubarkan dewan perwakilan rakyat,1,0,0,1,0,0,1,0,0,0,0,1
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan bertemu gubernur banten wahidin halim sabtu,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna bilang wendy kakak perempuan suruh jemput vider dijual mucikari,0,0,0,0,0,0,0,0,0,0,0,0
oke apalah lepas nih diam biar sakit hati pendam mampus ok bye,0,1,0,0,0,0,0,0,0,0,0,0
pengguna km kepala daerah km kampanye dirimu hubung presiden,0,0,0,0,0,0,0,0,0,0,0,0
pertunjukan seni budaya artis event,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna sandi anies menyusul sahabat sahabatnya buron ditangkap dilantik,1,0,0,1,0,0,1,0,0,0,0,1
meeting orang asing pekerja lapangan percayalah orang lapangan kece asyik keren orang kantoran orang kantoran kutu buku suka belajar xf xf,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kafir,0,0,0,0,0,0,0,0,0,0,0,0
pengguna adminnya dukungan teknis ahli ekonomi partai ya akun resmi partai dimanfaatkan komunikasikan pesan mendidik anggota simpatisannya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pekerja asing,0,0,0,0,0,0,0,0,0,0,0,0
gue menyindir kesannya menyindir aduh bego wkwk,0,1,0,0,0,0,0,0,0,0,0,0
pengguna jilat memek,0,1,0,0,0,0,0,0,0,0,0,0
presiden tegaskan publikasi asian games pengguna newsidn,0,0,0,0,0,0,0,0,0,0,0,0
tai conqueror bangsat bantu gue karma dendi delio xf xf xad xf xf xadi need best jungler,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna pengguna pengguna pengguna ooo tau kristen nusantara konghucu nusantara buddha nusantara ya mas hindu nusantara ya hindu bali sih dengar islam bali,0,0,0,0,0,0,0,0,0,0,0,0
ayo dukung tes baca al qur an calon presiden beragama islam pengguna pengguna baca al qur an calon presiden setuju,0,0,0,0,0,0,0,0,0,0,0,0
anaknya sih napi cina kafir usir,1,1,1,0,0,1,0,1,1,0,0,0
pengguna pengguna mafia wasit milanisti asing juventini senior seangkatan gue,0,0,0,0,0,0,0,0,0,0,0,0
percaya mendukung pengguna beliau aktivis tulen abal abal berkiprah partai pengguna beliau dikenal konsisten berjuang kepentingan orang cilik dipenjarakan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna salah bangsat pengecut indonesia didukung bangsat pengecut bani onta grupnya kabur arab tuhan tidur berbuat surat pemberitahuan tahunan ahok pal,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna menangkap kalimat sok pintar sekolam pakai memaki islam kasihan banget teman cebong islam matian membela cebong kafir taunya agama islam hina cebong kafir nih haha nas,1,1,0,1,0,0,1,1,0,0,0,0
pengguna ha dasar cina perhitungan,1,0,1,0,0,1,0,0,1,0,0,0
dear pengguna sinyal pekanbaru nih kacrut lemot kura restart,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna ya tuan guru bajang membantu menyadarkan kaum bani cabul bani kampret mempermainkan ayat ayat suci demo,1,1,0,1,0,0,1,0,0,0,0,1
pengguna pengguna nu bergabung nasakom negara dikuasai komunis gagal menguasai negara kesatuan republik indonesia lawan menentang nahdlatul ulama ulama paham daki dajjal,0,0,0,0,0,0,0,0,0,0,0,0
segar ingatan rakyat janji jokowi beli pt indosat dijual megawati presiden jual badan usaha milik negara,1,0,1,0,0,1,0,0,0,0,0,1
pengguna sebutan terhormat kasihan cebong benarannya samakan kaum dungu,1,1,0,1,0,0,1,0,0,0,0,1
pengguna ya allah babi dek malam jumat giliran gue jaga lilin,0,1,0,0,0,0,0,0,0,0,0,0
mas bagusnya pencerahan,0,0,0,0,0,0,0,0,0,0,0,0
ayo dukung jokowi puan,0,0,0,0,0,0,0,0,0,0,0,0
kena presiden party pm perlembagaan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna tau taplak meja rumah bentuk kayak,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna monyet seekor banci plonga plongo,1,1,1,0,0,1,0,0,0,0,1,0
haha idiot bilang orang kafir nasrani pendukung ahok kafir memasuki wilayah syariat islam,1,1,0,1,0,0,1,1,0,0,0,0
ayo umat islam pintar percaya aksi hubungannya pilihan kepala daerah agus harimurti yudhoyono bayar anies untung ude,1,0,0,1,0,0,1,0,0,0,0,1
pengguna jilati sayang memek mu,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna bego pengguna nusantara,1,1,1,0,0,1,0,0,0,0,0,1
awak patroli giat anjangsana sambang patroli dialogis security balandongan residen arahan waspada menjaga keamanan ketertiban dilingkungannya jelang pilihan kepala daerah serentak,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ngentot yuk,0,1,0,0,0,0,0,0,0,0,0,0
aset indonesia ambil orang asing freeport ambil amerika,1,0,0,1,0,0,1,0,0,0,0,1
pengguna hati hati mencret xf xf xf xf,0,0,0,0,0,0,0,0,0,0,0,0
melanggar undang undang apapun,0,0,0,0,0,0,0,0,0,0,0,0
gubernur penggoda tau kuat nu herang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna dora sompret,1,1,1,0,0,1,0,0,0,0,0,1
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan bertemu gubernur banten wahidin halim sabtu an,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna hebat ya bullying car free day bendera israel dikibarkan bom surabaya ancaman presiden polisi menetapkan tersangka dipakai,0,0,0,0,0,0,0,0,0,0,0,0
dukungan gerakan nasional pengawal fatwa ulama berkurang kalah aksi tangkap bu sukmawati hangat tai ayam pengguna pengguna pengguna,1,1,1,0,0,1,0,0,0,0,0,1
akrobat solidaritas lucu remah remah kekuasaan presiden jokowi menggerus janji janji kampanyenya,1,0,1,0,0,1,0,0,0,0,0,1
sumbangan gaza penyumbang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
butuh presiden ganyang partai komunis indonesia anti partai komunis indonesia,1,0,0,0,1,0,1,0,1,0,0,0
pengguna pindah on mantanku sipit sipit menggemaskan ih,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna haha pengguna diejek buih sih,1,0,1,0,0,1,0,0,0,0,0,1
pengguna ngentot toilet mas yuk uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
aset terjual kayak harga kayak kerja tenaga kerja asing kayak bodoh gaji perbulan terimanya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna menambah nih mega collection minat monggo direct message uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
polling google direncanakan maret april mendadak dihentikan april responden menolak jokowi periode mencapai penutupan resmi polling google ditetapkan april posisi menolak jokowi setu,0,0,0,0,0,0,0,0,0,0,0,0
bangsat wakil rakyat mulutnya ya bangsat monyet wakil rakyat mulutnya ya monyet babi wakil rakyat mulutnya ya babi anjing wakil rakyat mulutnya ya anjing,1,1,0,1,0,0,1,0,0,0,0,1
mengaca bolot uniform resource locator,1,1,1,0,0,1,0,0,0,1,0,0
pengguna pengguna aneh ustaz belajar non muslim ateis belajarnya eropa amerika australia aneh lihat pastor belajar katolik india biksu,0,0,0,0,0,0,0,0,0,0,0,0
jokowi menguasai jawa barat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna akibat makan gaji duit korupsi bantuan likuiditas bank indonesia toke cina otak cebong dungu tenaga kerja asing cina fiksi fakta anggap isu fiktif hancur negara jual,1,1,0,1,0,0,1,0,1,0,0,0
modus sindikat cina menipu uang rakyat indonesia usir cina indonesia,1,0,0,0,1,0,1,0,1,0,0,0
pengguna kampret telat deh gue,0,1,0,0,0,0,0,0,0,0,0,0
kelak mengungkap jujur muhammad bicara alquran lukman,0,0,0,0,0,0,0,0,0,0,0,0
hapus islam ajaran sesat mendungukan membiadabkan umatnya,1,1,0,1,0,0,1,1,0,0,0,0
pengguna pengguna ustad mondok sih kerjaannya mentwit bikin status nyinyir twitter kafir stad,1,1,1,0,0,1,0,1,0,0,0,0
pengguna ngentot yuk,0,1,0,0,0,0,0,0,0,0,0,0
aksi dukung pilih presiden suaranya senada pribumi rakyat indonesia buzzer bayaran cina,1,0,0,1,0,0,1,0,1,0,0,0
kebanyakan fitnah nih empok silvy debat final pemilihan kepala daerah jakarta gue,1,0,1,0,0,1,0,0,0,0,0,1
edan banget,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna tai dibalas pakai acc xf xf enak dipanggil hyung,0,1,0,0,0,0,0,0,0,0,0,0
lihat tampang tampang banci lgbt uniform resource locator,1,1,1,0,0,1,0,0,0,1,1,0
pengguna pengguna coba perhatikan dipersidangan teroris alquran an bb dasar apes sontoloyo,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna kasusnya sp bong terbukti halu cecunguk kodok alias cebong,1,1,0,1,0,0,1,0,0,0,0,1
pengguna astagfirullah parah rezim,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sebar hoaks pembangunan era jokowi,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna antek antek zionis komunis,1,0,0,1,0,0,1,1,1,0,0,0
penyesatan diluruskan allah subhanahu wa taala mengajar bangun keluarga cocok penis,1,1,0,1,0,0,1,1,0,0,1,0
pengguna beda banget rezim zalim swasembada angin surga semangat sejahterakan petani vietnam thailand,1,0,0,1,0,0,1,0,0,0,0,1
suasana stq tingkat kabupaten ntt masjid mimbar dana swasembada umat islam bawa nama pemerintah daerah musabaqah tilawatil quran tingkat propinsi ntt menyedihkan,1,0,0,1,0,0,1,1,0,0,0,0
pengguna mainnya jamban xf xf,0,0,0,0,0,0,0,0,0,0,0,0
sengaja mah rakyat bodoh semoga ganti presiden amin,1,0,1,0,0,1,0,0,0,0,0,1
pengguna pengguna pengguna pikir keluarga korban bom saudari otaknya dengkul kesal ya,1,1,0,1,0,0,1,0,0,0,0,1
pengguna maklum gue korea orisinal sipit,0,0,0,0,0,0,0,0,0,0,0,0
pengguna lupa prabowo ajak amien rais front pembela islam pulang menang ya,1,0,1,0,0,1,0,0,0,0,0,1
pengguna nete,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna bebas terserah memahami konteks agama islam kematian realitas kebangkitan hisab surga neraka keyakinan mutlak terse,0,0,0,0,0,0,0,0,0,0,0,0
pendengar dialog yahudi israel versi xf xf xb xf xf xb,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna grogi foto ariel foto xf xf xf xf,0,0,0,0,0,0,0,0,0,0,0,0
pengguna mengonter tindakan brutal anjing front pembela islam perlawanan masyarakat kuncup bu,1,1,0,1,0,0,1,1,0,0,0,0
enam bahasa resmi pbb inggris prancis arab cina rusia spanyol,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna warisan presiden periode hasilnya album lagu kadernya korupsi berjemaah lagaknya sera,1,0,0,1,0,0,1,0,0,0,0,1
warisan tradisi budaya,0,0,0,0,0,0,0,0,0,0,0,0
pemain liga inggris regulasi pembatasan pemain asing aduh,0,0,0,0,0,0,0,0,0,0,0,0
pengguna usir cina negara kesatuan republik indonesia pengguna pengguna pengguna pengguna pengguna,1,0,0,0,1,0,1,0,1,0,0,0
pengguna pengguna pengguna pengguna cebong otaknya mencampur,1,1,1,0,0,1,0,0,0,0,0,1
pengguna review penelitian membuktikan in cina food bikin sindrom restoran cina hasilnya diteliti zat ditemukan makanan penyebab gejala enak,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna plonga plongo orang kepalanya alias otaknya dungu,1,1,1,0,0,1,0,0,0,0,0,1
semut kaiju nakal tanah kegelapan semut kaiju nakal tanah takut setan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna top bela penista agama belaga bela agama wkwk mabuk,1,0,1,0,0,1,0,1,0,0,0,0
pengguna pengguna muka cabul muka sih banci beraninya anonim,1,1,1,0,0,1,0,0,0,1,1,0
pengguna nete kak xf xf xc xa untung ate tabok,0,1,0,0,0,0,0,0,0,0,0,0
jokowi cinta papua,0,0,0,0,0,0,0,0,0,0,0,0
pengguna adminnya tolol,1,1,1,0,0,1,0,0,0,0,0,1
pengguna pengguna istimewanya orang dimata jokowi publik tertipu penyamarannya dukung peraturan pemerintah pengganti undang undang organisasi masyarakat,1,0,1,0,0,1,0,0,0,0,0,1
